"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"220","Shootout at Lokhandwala","2007","N/A","25 May 2007","122 min","Action, Crime, Drama","Apoorva Lakhia","Apoorva Lakhia, Suresh Nair, Raj Vasant (Dialogue)","Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan","On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, ...","Hindi","India","3 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NDM2ODk2M15BMl5BanBnXkFtZTgwMjg3OTczNDE@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","6,949","tt0811066","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/shootout-at-lokhandwala/","12 Jul 2007","$289,232","N/A","N/A","True"
"221","Dhobi Ghat","2010","N/A","21 Jan 2011","100 min","Drama","Kiran Rao","Kiran Rao","Prateik, Monica Dogra, Kriti Malhotra, Aamir Khan","The lives of four people intersect in Mumbai: a washer-man who wants to become an actor, a banker-turned-photographer, a painter looking for inspiration, and a newly-married immigrant who journals her experiences on home video.","Hindi, English","India","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NDIzMzE3OF5BMl5BanBnXkFtZTcwMDUxNzAzNA@@._V1_SX300.jpg","Internet Movie Database","7.1/10","55","7.1","10,182","tt1433810","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dhobi_ghat/","08 Mar 2011","$576,639","UTV Communications","http://www.dhobighatfilm.com/","True"
"222","Dhamaal","2007","N/A","07 Sep 2007","136 min","Adventure, Comedy, Crime","Indra Kumar","Paritosh Painter (story), Paritosh Painter (screenplay), Paritosh Painter (dialogue), Balvinder Singh Suri (dialogue), Bunty Rathore (dialogue)","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary","Four slackers and con-men namely: Boman Contractor, who lives a wealthy lifestyle with his eccentric dad, Nari, who loves his antique car more than his son, and asks his son to leave when ...","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNGUyNTk0YmYtNjU2YS00NWQ1LTllZGQtYjk5YjU4YzYxZjY3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","8,093","tt0845448","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dhamaal/","N/A","N/A","Shemaroo Entertainment","http://www.dhamaalthefilm.com/","True"
"223","Race Gurram","2014","N/A","01 Apr 2014","163 min","Action, Comedy, Drama","Surrender Reddy, Surrender Reddy","A. Deepakraj (screenplay), Shivgopal Krishna (hindi dialogue), Vikram Sirikonda (screenplay), Vikram Sirikonda (screenwriter), Vakkantham Vamsi, Varikuppala Yadagiri","Allu Arjun, Shruti Haasan, Shaam, Ravi Kishan","Two brothers have two different approaches to life. While one brother follows rules and regulations, the other does things his own way.","Telugu, Malayalam","India","2 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0ODQ5NTg4Ml5BMl5BanBnXkFtZTgwMjg5MzQwNDE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","6,135","tt3142764","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/race_gurram/","N/A","N/A","Ficus Pictures","N/A","True"
"224","Luck by Chance","2009","N/A","30 Jan 2009","156 min","Drama","Zoya Akhtar","Zoya Akhtar (story & screenplay), Javed Akhtar (dialogue)","Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.","Hindi, English","India","4 wins & 4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NjIxNDc3Nl5BMl5BanBnXkFtZTcwNDc4NTk5Mw@@._V1_SX300.jpg","Internet Movie Database","7.1/10","58","7.1","7,842","tt0886539","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/luck_by_chance/","17 Mar 2009","$326,187","Adlabs Films","http://www.excelmovies.com/app/webroot/microsite/lbc/","True"
"225","Koi... Mil Gaya","2003","N/A","08 Aug 2003","171 min","Drama, Fantasy, Romance","Rakesh Roshan","Rakesh Roshan (story), Rakesh Roshan (screenplay), Honey Irani (screenplay), Sachin Bhowmick (screenplay), Robin Bhatt (screenplay), Javed Siddiqui (dialogue)","Rekha, Hrithik Roshan, Preity Zinta, Rakesh Roshan","A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.","Hindi, English","India","25 wins & 32 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNjg4NzkwOV5BMl5BanBnXkFtZTcwNzU2OTUyMQ@@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","15,262","tt0254481","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/koi-mil-gaya-i-found-someone/","09 Dec 2003","$274,851","Yash Raj Films","http://www.koimilgayathefilm.com","True"
"226","Atharintiki Daaredi","2013","N/A","26 Sep 2013","170 min","Action, Comedy, Drama","Trivikram Srinivas","Trivikram Srinivas","Pawan Kalyan, Samantha Ruth Prabhu, Pranitha, Boman Irani","The scion of a powerful family is tasked with retrieving an estranged family member.","Telugu","India","4 wins & 5 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZWQzNDdmN2UtZTc5ZC00M2EzLWE2ZTUtMjVhNzJmOGQ5YzkwXkEyXkFqcGdeQXVyMzA0NTI2OTM@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","6,619","tt3042926","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/atharintiki_daaredi/","N/A","N/A","Sri Venkateswara Cine Chitra","N/A","True"
"227","Rab Ne Bana Di Jodi","2008","N/A","12 Dec 2008","167 min","Comedy, Drama, Romance","Aditya Chopra","Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story)","Shah Rukh Khan, Vinay Pathak, Anushka Sharma, M.K. Raina","A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani.","Hindi","India","3 wins & 11 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5MjI3MTE0NV5BMl5BanBnXkFtZTcwMDk4OTUxMg@@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","34,691","tt1182937","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/10010335-rab_ne_bana_di_jodi/","12 May 2009","$2,040,699","Yash Raj Films","http://www.yashrajfilms.com/","True"
"228","Table No. 21","2013","NOT RATED","04 Jan 2013","108 min","Adventure, Thriller","Aditya Datt","Sheershak Anand (story and screenplay), Shantanu Ray Chhibber (story and screenplay), T. Rafael Cimino (novel), Abhijeet Deshpande","Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh","A couple live a mediocre life and are thrilled to have won an exotic vacation to Fiji & their excitement increases when they get a chance to play ""Tell all truth"" game for a mind boggling ...","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMWE3NjhiZGItMTE1Ny00M2Q5LTlmYjYtNjNhODdhZjg2YTNjXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","8,293","tt2229842","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/table_no_21/","N/A","N/A","Eros","http://www.tableno21.com/","True"
"229","Sanam Teri Kasam","2016","N/A","05 Feb 2016","154 min","Drama, Musical, Romance","Radhika Rao, Vinay Sapru","Radhika Rao, Vinay Sapru","Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma","After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.","Hindi","India","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BNGY1NWMxYzctMjQ5Ni00NjJiLTgyN2YtOTZlZWQ3OTcxZWFhXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_SX300.jpg","Internet Movie Database","7.3/10","N/A","7.3","6,032","tt5255710","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/sanam_teri_kasam_2016/","N/A","$22,121","N/A","N/A","True"
"230","The Great Father","2017","N/A","30 Mar 2017","151 min","Crime, Mystery, Thriller","Haneef Adeni","Haneef Adeni","Mammootty, Arya, Sneha, Anikha Surendran","A malevolent policeman has a run-in with a man who owns a construction company, and who is trying hard to be a hero for his daughter.","Malayalam","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGU5YmYyZjAtZmM0ZS00YzJhLTk0ZTItNDdhNzYzOWVhZjUxXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg","Internet Movie Database","8.3/10","N/A","8.3","4,931","tt5996836","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"231","Chaar Sahibzaade","2014","N/A","06 Nov 2014","135 min","Animation, History","Harry Baweja","Harry Baweja (screenplay)","Om Puri","The sacrifices of the four sons of Guru Gobind Singh ji (tenth guru of Sikhs) - Baba Ajit Singh ji, Baba Jujhar Singh ji, Baba Zorawar Singh ji and Baba Fateh Singh ji.","Panjabi, Hindi, English","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxNjY5NTY3OV5BMl5BanBnXkFtZTgwODE0ODU0MzE@._V1_SX300.jpg","Internet Movie Database","8.5/10","N/A","8.5","7,146","tt4168188","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/chaar_sahibzaade/","N/A","$791,777","N/A","N/A","True"
"232","Hum Tum","2004","N/A","28 May 2004","142 min","Comedy, Drama, Romance","Kunal Kohli","Siddharth Anand (screenplay), Kunal Kohli","Saif Ali Khan, Rani Mukerji, Kiron Kher, Rati Agnihotri","A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.","Hindi, English","India","13 wins & 24 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYTE2NGI5M2EtNGY2ZC00ZTkyLThiOTYtMjk4NWI3ZDQzYWJiXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","10,651","tt0378072","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/1135229-hum_tum/","03 Aug 2004","$348,149","Yash Raj Films","N/A","True"
"233","Tere Naam","2003","UNRATED","15 Aug 2003","132 min","Drama, Musical, Romance","Satish Kaushik","Bala (original story and screenplay), Jainendra Jain (dialogue)","Salman Khan, Bhoomika Chawla, Mahima Chaudhry, Sachin Khedekar","Problems arise when Radhey Mohan, a delinquent falls in love with a girl named Nirjara.","Hindi","India","5 wins & 24 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5Mjg4NzY5NDReQTJeQWpwZ15BbWU3MDU0Njg4MzE@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","12,282","tt0374271","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/tere_naam/","08 Nov 2005","N/A","N/A","N/A","True"
"234","Pokkiri","2007","N/A","12 Jan 2007","161 min","Action, Comedy, Crime","Prabhudheva","Puri Jagannadh (story), V. Prabhakar (dialogue), Prabhudheva (screenplay)","Joseph Vijay, Asin, Prakash Raj, Vadivelu","Tamil is a killer for hire with no ties and who will do any dirty job for money. He has a girlfriend who loves him but also detests his violent nature. But is Tamil really what he purports to be?","Tamil","India","4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMzM2ODY0MzcxMV5BMl5BanBnXkFtZTgwODc0MTI5NTE@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","6,318","tt1451409","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"235","Mohabbatein","2000","N/A","27 Oct 2000","216 min","Musical, Drama, Romance","Aditya Chopra","Aditya Chopra (dialogue), Aditya Chopra (screenplay), Aditya Chopra (story), Aditya Chopra","Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj","Two stubborn men with opposing beliefs battle each other - three love stories are at stake.","Hindi","India","11 wins & 22 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYzU5ZGJiYzQtYjA2Yi00MmNmLTlmZmYtZTcxZjBhZGM1NDcxXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","20,949","tt0213890","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/mohabbatein/","14 Oct 2003","N/A","Yash Raj Films","N/A","True"
"236","Dil To Pagal Hai","1997","N/A","30 Oct 1997","179 min","Comedy, Drama, Musical","Yash Chopra","Tanuja Chandra (screenplay), Aditya Chopra (dialogue), Pamela Chopra (screenplay), Yash Chopra (screenplay)","Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar","A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?","Hindi","India","8 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ5ZjgyMmEtMWUwNi00YmJjLTljOWUtNDlkNjNlMDU2NDJjXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","16,465","tt0118983","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dil_to_pagal_hai/","28 Oct 2003","N/A","Yash Raj Films","N/A","True"
"237","Sultan","2016","NOT RATED","06 Jul 2016","170 min","Action, Drama, Family","Ali Abbas Zafar","Ali Abbas Zafar","Salman Khan, Anushka Sharma, Marko Zaror, Ron Smoorenburg","Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds. Will he emerge victorious?","Hindi","India","4 wins & 9 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BOWY3MmVmMGQtYTIyMS00ODc2LWI4N2YtMjA1MmY1YjA3MzVlXkEyXkFqcGdeQXVyMTkzOTcxOTg@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","26,469","tt4832640","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/771444213/","N/A","$5,248,781","Yash Raj Films","N/A","True"
"238","Rustom","2016","N/A","12 Aug 2016","148 min","Crime, Drama, Thriller","Dharmendra Suresh Desai","Vipul K. Rawal","Akshay Kumar, Ileana D'Cruz, Esha Gupta, Manoj Bajpayee","In 1959, a decorated naval officer is accused of murdering his wife's lover.","Hindi","India","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BYTZmNTUyMTUtOGJiMi00NDQ3LWFiMzctMjVkNzY1OTJiYjgyXkEyXkFqcGdeQXVyNjU2NjMwMjQ@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","14,801","tt5165344","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/rustom/","N/A","$207,263","N/A","N/A","True"
"239","Pardes","1997","N/A","08 Dec 1997","191 min","Drama, Musical, Romance","Subhash Ghai","Subhash Ghai (screenplay), Subhash Ghai (story), Neeraj Pathak (screenplay), Javed Siddiqui (dialogue)","Shah Rukh Khan, Amrish Puri, Mahima Chaudhry, Apoorva Agnihotri","Kishorilal wants an Indian bride for his ""westernised"" son. He gets him engaged to Ganga, his friend's daughter, and brings her to USA. But she falls in love with Arjun, Kishorilal's foster son.","Hindi","India","3 wins.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTczMzc2MjYwNF5BMl5BanBnXkFtZTgwNTk4ODk1MDE@._V1_SX300.jpg","Internet Movie Database","7.0/10","N/A","7.0","10,635","tt0119861","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pardes/","N/A","N/A","Rajshri Media","N/A","True"
"240","Karthik Calling Karthik","2010","N/A","26 Feb 2010","135 min","Drama, Romance, Thriller","Vijay Lalwani","Vijay Lalwani (story, screenplay & dialogue)","Siddhartha Gupta, Swapnel Desai, Farhan Akhtar, Vipin Sharma","A loner, Karthik achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone claiming to be him.","Hindi, Urdu","India","12 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NzUyNDExMl5BMl5BanBnXkFtZTcwOTg3NTk5Mw@@._V1_SX300.jpg","Internet Movie Database","7.0/10","N/A","7.0","7,471","tt1373156","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/karthik_calling_karthik/","18 May 2010","$262,511","Eros Entertainment","http://www.erosentertainment.com/","True"
"241","Waqt: The Race Against Time","2005","N/A","22 Apr 2005","153 min","Comedy, Drama, Musical","Vipul Amrutlal Shah","Aatish Kapadia","Amitabh Bachchan, Akshay Kumar, Priyanka Chopra, Shefali Shetty","Waqt the race against time is the story of a father and a son between whom there is a special bond. Ishwarchand Thakur (Amitabh Bachchan) and Sumitra Thakur (Shefali Shah) are a married ...","Hindi","India","4 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMzAyMzI0M15BMl5BanBnXkFtZTcwNTc2ODgzMQ@@._V1_SX300.jpg","Internet Movie Database","7.0/10","N/A","7.0","7,566","tt0390614","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/waqt_the_race_against_time/","29 Nov 2005","N/A","Eros International","http://www.waqtthefilm.com/","True"
"242","Raju Ban Gaya Gentleman","1992","N/A","13 Nov 1992","152 min","Musical, Comedy, Romance","Aziz Mirza","Manoj Lalwani (screenplay), Manoj Lalwani (story), Aziz Mirza (screenplay), Aziz Mirza (story), Charandas Shokh (dialogue)","Shah Rukh Khan, Amrita Singh, Juhi Chawla, Navin Nischol","Holding a degree in engineering; Raj Mathur alias Raju finds that his talent is wasted in the village so he decides to re-locate to Bombay. In Bombay he faces challenges in finding the ...","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NDk0MjAwNV5BMl5BanBnXkFtZTcwMDI5MDAzMQ@@._V1_SX300.jpg","Internet Movie Database","6.9/10","N/A","6.9","5,807","tt0173102","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/raju-ban-gaya-gentleman/","22 Jun 2007","N/A","Eros International","N/A","True"
"243","Kaabil","2017","N/A","27 Jan 2017","139 min","Action, Crime, Drama","Sanjay Gupta","Sanjay Masoom (dialogue), Vijay Kumar Mishra","Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy","A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNGU0MDM1ODgtZmMwNi00NWRiLTgxYWEtMjJlNjMxNjc1NzQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_SX300.jpg","Internet Movie Database","7.2/10","N/A","7.2","18,751","tt5460276","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/kaabil","N/A","N/A","B4U US Inc.","N/A","True"
"244","Business Man","2012","N/A","13 Jan 2012","133 min","Action, Comedy, Crime","Puri Jagannadh","Puri Jagannadh","Mahesh Babu, Kajal Aggarwal, Prakash Raj, Ayesha Shiva","Surya comes to Mumbai on a mission to rule the Mumbai Mafia but he ends up falling in love with Chithra, the daughter of a police commissioner.","Telugu, Tamil, Malayalam","India","4 wins & 13 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZDRlNzk5OWUtNTIwNi00MDhmLThhYTctMTQ2OGM3NWU1ZTU5XkEyXkFqcGdeQXVyMzc5Nzk1NDY@._V1_SX300.jpg","Internet Movie Database","7.1/10","N/A","7.1","7,156","tt2071613","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/business_man/","N/A","N/A","Hari Venkateshwara Pictures","N/A","True"
